name,age,categories,type,premise,hypothesis
Kevin,14,middle aged,specified,Kevin's age is 14.,Kevin is middle aged.
Kevin,14,middle aged,nospec,Kevin is 14.,Kevin is middle aged.
Kevin,14,old,specified,Kevin's age is 14.,Kevin is old.
Kevin,14,old,nospec,Kevin is 14.,Kevin is old.
Kevin,15,young,specified,Kevin's age is 15.,Kevin is young.
Kevin,15,young,nospec,Kevin is 15.,Kevin is young.
Kevin,15,middle aged,specified,Kevin's age is 15.,Kevin is middle aged.
Kevin,15,middle aged,nospec,Kevin is 15.,Kevin is middle aged.
Kevin,15,old,specified,Kevin's age is 15.,Kevin is old.
Kevin,15,old,nospec,Kevin is 15.,Kevin is old.
Kevin,16,young,specified,Kevin's age is 16.,Kevin is young.
Kevin,16,young,nospec,Kevin is 16.,Kevin is young.
Kevin,16,middle aged,specified,Kevin's age is 16.,Kevin is middle aged.
Kevin,16,middle aged,nospec,Kevin is 16.,Kevin is middle aged.
Kevin,16,old,specified,Kevin's age is 16.,Kevin is old.
Kevin,16,old,nospec,Kevin is 16.,Kevin is old.
Kevin,17,young,specified,Kevin's age is 17.,Kevin is young.
Kevin,17,young,nospec,Kevin is 17.,Kevin is young.
Kevin,17,middle aged,specified,Kevin's age is 17.,Kevin is middle aged.
Kevin,17,middle aged,nospec,Kevin is 17.,Kevin is middle aged.
Kevin,17,old,specified,Kevin's age is 17.,Kevin is old.
Kevin,17,old,nospec,Kevin is 17.,Kevin is old.
Kevin,18,young,specified,Kevin's age is 18.,Kevin is young.
Kevin,18,young,nospec,Kevin is 18.,Kevin is young.
Kevin,18,middle aged,specified,Kevin's age is 18.,Kevin is middle aged.
Kevin,18,middle aged,nospec,Kevin is 18.,Kevin is middle aged.
Kevin,18,old,specified,Kevin's age is 18.,Kevin is old.
Kevin,18,old,nospec,Kevin is 18.,Kevin is old.
Kevin,19,young,specified,Kevin's age is 19.,Kevin is young.
Kevin,19,young,nospec,Kevin is 19.,Kevin is young.
Kevin,19,middle aged,specified,Kevin's age is 19.,Kevin is middle aged.
Kevin,19,middle aged,nospec,Kevin is 19.,Kevin is middle aged.
Kevin,19,old,specified,Kevin's age is 19.,Kevin is old.
Kevin,19,old,nospec,Kevin is 19.,Kevin is old.
Kevin,20,young,specified,Kevin's age is 20.,Kevin is young.
Kevin,20,young,nospec,Kevin is 20.,Kevin is young.
Kevin,20,middle aged,specified,Kevin's age is 20.,Kevin is middle aged.
Kevin,20,middle aged,nospec,Kevin is 20.,Kevin is middle aged.
Kevin,20,old,specified,Kevin's age is 20.,Kevin is old.
Kevin,20,old,nospec,Kevin is 20.,Kevin is old.
Kevin,21,young,specified,Kevin's age is 21.,Kevin is young.
Kevin,21,young,nospec,Kevin is 21.,Kevin is young.
Kevin,21,middle aged,specified,Kevin's age is 21.,Kevin is middle aged.
Kevin,21,middle aged,nospec,Kevin is 21.,Kevin is middle aged.
Kevin,21,old,specified,Kevin's age is 21.,Kevin is old.
Kevin,21,old,nospec,Kevin is 21.,Kevin is old.
Kevin,22,young,specified,Kevin's age is 22.,Kevin is young.
Kevin,22,young,nospec,Kevin is 22.,Kevin is young.
Kevin,22,middle aged,specified,Kevin's age is 22.,Kevin is middle aged.
Kevin,22,middle aged,nospec,Kevin is 22.,Kevin is middle aged.
Kevin,22,old,specified,Kevin's age is 22.,Kevin is old.
Kevin,22,old,nospec,Kevin is 22.,Kevin is old.
Kevin,23,young,specified,Kevin's age is 23.,Kevin is young.
Kevin,23,young,nospec,Kevin is 23.,Kevin is young.
Kevin,23,middle aged,specified,Kevin's age is 23.,Kevin is middle aged.
Kevin,23,middle aged,nospec,Kevin is 23.,Kevin is middle aged.
Kevin,23,old,specified,Kevin's age is 23.,Kevin is old.
Kevin,23,old,nospec,Kevin is 23.,Kevin is old.
Kevin,24,young,specified,Kevin's age is 24.,Kevin is young.
Kevin,24,young,nospec,Kevin is 24.,Kevin is young.
Kevin,24,middle aged,specified,Kevin's age is 24.,Kevin is middle aged.
Kevin,24,middle aged,nospec,Kevin is 24.,Kevin is middle aged.
Kevin,24,old,specified,Kevin's age is 24.,Kevin is old.
Kevin,24,old,nospec,Kevin is 24.,Kevin is old.
Kevin,25,young,specified,Kevin's age is 25.,Kevin is young.
Kevin,25,young,nospec,Kevin is 25.,Kevin is young.
Kevin,25,middle aged,specified,Kevin's age is 25.,Kevin is middle aged.
Kevin,25,middle aged,nospec,Kevin is 25.,Kevin is middle aged.
Kevin,25,old,specified,Kevin's age is 25.,Kevin is old.
Kevin,25,old,nospec,Kevin is 25.,Kevin is old.
Kevin,26,young,specified,Kevin's age is 26.,Kevin is young.
Kevin,26,young,nospec,Kevin is 26.,Kevin is young.
Kevin,26,middle aged,specified,Kevin's age is 26.,Kevin is middle aged.
Kevin,26,middle aged,nospec,Kevin is 26.,Kevin is middle aged.
Kevin,26,old,specified,Kevin's age is 26.,Kevin is old.
Kevin,26,old,nospec,Kevin is 26.,Kevin is old.
Kevin,27,young,specified,Kevin's age is 27.,Kevin is young.
Kevin,27,young,nospec,Kevin is 27.,Kevin is young.
Kevin,27,middle aged,specified,Kevin's age is 27.,Kevin is middle aged.
Kevin,27,middle aged,nospec,Kevin is 27.,Kevin is middle aged.
Kevin,27,old,specified,Kevin's age is 27.,Kevin is old.
Kevin,27,old,nospec,Kevin is 27.,Kevin is old.
Kevin,28,young,specified,Kevin's age is 28.,Kevin is young.
Kevin,28,young,nospec,Kevin is 28.,Kevin is young.
Kevin,28,middle aged,specified,Kevin's age is 28.,Kevin is middle aged.
Kevin,28,middle aged,nospec,Kevin is 28.,Kevin is middle aged.
Kevin,28,old,specified,Kevin's age is 28.,Kevin is old.
Kevin,28,old,nospec,Kevin is 28.,Kevin is old.
Kevin,29,young,specified,Kevin's age is 29.,Kevin is young.
Kevin,29,young,nospec,Kevin is 29.,Kevin is young.
Kevin,29,middle aged,specified,Kevin's age is 29.,Kevin is middle aged.
Kevin,29,middle aged,nospec,Kevin is 29.,Kevin is middle aged.
Kevin,29,old,specified,Kevin's age is 29.,Kevin is old.
Kevin,29,old,nospec,Kevin is 29.,Kevin is old.
Kevin,30,young,specified,Kevin's age is 30.,Kevin is young.
Kevin,30,young,nospec,Kevin is 30.,Kevin is young.
Kevin,30,middle aged,specified,Kevin's age is 30.,Kevin is middle aged.
Kevin,30,middle aged,nospec,Kevin is 30.,Kevin is middle aged.
Kevin,30,old,specified,Kevin's age is 30.,Kevin is old.
Kevin,30,old,nospec,Kevin is 30.,Kevin is old.
Kevin,31,young,specified,Kevin's age is 31.,Kevin is young.
Kevin,31,young,nospec,Kevin is 31.,Kevin is young.
Kevin,31,middle aged,specified,Kevin's age is 31.,Kevin is middle aged.
Kevin,31,middle aged,nospec,Kevin is 31.,Kevin is middle aged.
Kevin,31,old,specified,Kevin's age is 31.,Kevin is old.
Kevin,31,old,nospec,Kevin is 31.,Kevin is old.
Kevin,32,young,specified,Kevin's age is 32.,Kevin is young.
Kevin,32,young,nospec,Kevin is 32.,Kevin is young.
Kevin,32,middle aged,specified,Kevin's age is 32.,Kevin is middle aged.
Kevin,32,middle aged,nospec,Kevin is 32.,Kevin is middle aged.
Kevin,32,old,specified,Kevin's age is 32.,Kevin is old.
Kevin,32,old,nospec,Kevin is 32.,Kevin is old.
Kevin,33,young,specified,Kevin's age is 33.,Kevin is young.
Kevin,33,young,nospec,Kevin is 33.,Kevin is young.
Kevin,33,middle aged,specified,Kevin's age is 33.,Kevin is middle aged.
Kevin,33,middle aged,nospec,Kevin is 33.,Kevin is middle aged.
Kevin,33,old,specified,Kevin's age is 33.,Kevin is old.
Kevin,33,old,nospec,Kevin is 33.,Kevin is old.
Kevin,34,young,specified,Kevin's age is 34.,Kevin is young.
Kevin,34,young,nospec,Kevin is 34.,Kevin is young.
Kevin,34,middle aged,specified,Kevin's age is 34.,Kevin is middle aged.
Kevin,34,middle aged,nospec,Kevin is 34.,Kevin is middle aged.
Kevin,34,old,specified,Kevin's age is 34.,Kevin is old.
Kevin,34,old,nospec,Kevin is 34.,Kevin is old.
Kevin,35,young,specified,Kevin's age is 35.,Kevin is young.
Kevin,35,young,nospec,Kevin is 35.,Kevin is young.
Kevin,35,middle aged,specified,Kevin's age is 35.,Kevin is middle aged.
Kevin,35,middle aged,nospec,Kevin is 35.,Kevin is middle aged.
Kevin,35,old,specified,Kevin's age is 35.,Kevin is old.
Kevin,35,old,nospec,Kevin is 35.,Kevin is old.
Kevin,36,young,specified,Kevin's age is 36.,Kevin is young.
Kevin,36,young,nospec,Kevin is 36.,Kevin is young.
Kevin,36,middle aged,specified,Kevin's age is 36.,Kevin is middle aged.
Kevin,36,middle aged,nospec,Kevin is 36.,Kevin is middle aged.
Kevin,36,old,specified,Kevin's age is 36.,Kevin is old.
Kevin,36,old,nospec,Kevin is 36.,Kevin is old.
Kevin,37,young,specified,Kevin's age is 37.,Kevin is young.
Kevin,37,young,nospec,Kevin is 37.,Kevin is young.
Kevin,37,middle aged,specified,Kevin's age is 37.,Kevin is middle aged.
Kevin,37,middle aged,nospec,Kevin is 37.,Kevin is middle aged.
Kevin,37,old,specified,Kevin's age is 37.,Kevin is old.
Kevin,37,old,nospec,Kevin is 37.,Kevin is old.
Kevin,38,young,specified,Kevin's age is 38.,Kevin is young.
Kevin,38,young,nospec,Kevin is 38.,Kevin is young.
Kevin,38,middle aged,specified,Kevin's age is 38.,Kevin is middle aged.
Kevin,38,middle aged,nospec,Kevin is 38.,Kevin is middle aged.
Kevin,38,old,specified,Kevin's age is 38.,Kevin is old.
Kevin,38,old,nospec,Kevin is 38.,Kevin is old.
Kevin,39,young,specified,Kevin's age is 39.,Kevin is young.
Kevin,39,young,nospec,Kevin is 39.,Kevin is young.
Kevin,39,middle aged,specified,Kevin's age is 39.,Kevin is middle aged.
Kevin,39,middle aged,nospec,Kevin is 39.,Kevin is middle aged.
Kevin,39,old,specified,Kevin's age is 39.,Kevin is old.
Kevin,39,old,nospec,Kevin is 39.,Kevin is old.
Kevin,40,young,specified,Kevin's age is 40.,Kevin is young.
Kevin,40,young,nospec,Kevin is 40.,Kevin is young.
Kevin,40,middle aged,specified,Kevin's age is 40.,Kevin is middle aged.
Kevin,40,middle aged,nospec,Kevin is 40.,Kevin is middle aged.
Kevin,40,old,specified,Kevin's age is 40.,Kevin is old.
Kevin,40,old,nospec,Kevin is 40.,Kevin is old.
Kevin,41,young,specified,Kevin's age is 41.,Kevin is young.
Kevin,41,young,nospec,Kevin is 41.,Kevin is young.
Kevin,41,middle aged,specified,Kevin's age is 41.,Kevin is middle aged.
Kevin,41,middle aged,nospec,Kevin is 41.,Kevin is middle aged.
Kevin,41,old,specified,Kevin's age is 41.,Kevin is old.
Kevin,41,old,nospec,Kevin is 41.,Kevin is old.
Kevin,42,young,specified,Kevin's age is 42.,Kevin is young.
Kevin,42,young,nospec,Kevin is 42.,Kevin is young.
Kevin,42,middle aged,specified,Kevin's age is 42.,Kevin is middle aged.
Kevin,42,middle aged,nospec,Kevin is 42.,Kevin is middle aged.
Kevin,42,old,specified,Kevin's age is 42.,Kevin is old.
Kevin,42,old,nospec,Kevin is 42.,Kevin is old.
Kevin,43,young,specified,Kevin's age is 43.,Kevin is young.
Kevin,43,young,nospec,Kevin is 43.,Kevin is young.
Kevin,43,middle aged,specified,Kevin's age is 43.,Kevin is middle aged.
Kevin,43,middle aged,nospec,Kevin is 43.,Kevin is middle aged.
Kevin,43,old,specified,Kevin's age is 43.,Kevin is old.
Kevin,43,old,nospec,Kevin is 43.,Kevin is old.
Kevin,44,young,specified,Kevin's age is 44.,Kevin is young.
Kevin,44,young,nospec,Kevin is 44.,Kevin is young.
Kevin,44,middle aged,specified,Kevin's age is 44.,Kevin is middle aged.
Kevin,44,middle aged,nospec,Kevin is 44.,Kevin is middle aged.
Kevin,44,old,specified,Kevin's age is 44.,Kevin is old.
Kevin,44,old,nospec,Kevin is 44.,Kevin is old.
Kevin,45,young,specified,Kevin's age is 45.,Kevin is young.
Kevin,45,young,nospec,Kevin is 45.,Kevin is young.
Kevin,45,middle aged,specified,Kevin's age is 45.,Kevin is middle aged.
Kevin,45,middle aged,nospec,Kevin is 45.,Kevin is middle aged.
Kevin,45,old,specified,Kevin's age is 45.,Kevin is old.
Kevin,45,old,nospec,Kevin is 45.,Kevin is old.
Kevin,46,young,specified,Kevin's age is 46.,Kevin is young.
Kevin,46,young,nospec,Kevin is 46.,Kevin is young.
Kevin,46,middle aged,specified,Kevin's age is 46.,Kevin is middle aged.
Kevin,46,middle aged,nospec,Kevin is 46.,Kevin is middle aged.
Kevin,46,old,specified,Kevin's age is 46.,Kevin is old.
Kevin,46,old,nospec,Kevin is 46.,Kevin is old.
Kevin,47,young,specified,Kevin's age is 47.,Kevin is young.
Kevin,47,young,nospec,Kevin is 47.,Kevin is young.
Kevin,47,middle aged,specified,Kevin's age is 47.,Kevin is middle aged.
Kevin,47,middle aged,nospec,Kevin is 47.,Kevin is middle aged.
Kevin,47,old,specified,Kevin's age is 47.,Kevin is old.
Kevin,47,old,nospec,Kevin is 47.,Kevin is old.
Kevin,48,young,specified,Kevin's age is 48.,Kevin is young.
Kevin,48,young,nospec,Kevin is 48.,Kevin is young.
Kevin,48,middle aged,specified,Kevin's age is 48.,Kevin is middle aged.
Kevin,48,middle aged,nospec,Kevin is 48.,Kevin is middle aged.
Kevin,48,old,specified,Kevin's age is 48.,Kevin is old.
Kevin,48,old,nospec,Kevin is 48.,Kevin is old.
Kevin,49,young,specified,Kevin's age is 49.,Kevin is young.
Kevin,49,young,nospec,Kevin is 49.,Kevin is young.
Kevin,49,middle aged,specified,Kevin's age is 49.,Kevin is middle aged.
Kevin,49,middle aged,nospec,Kevin is 49.,Kevin is middle aged.
Kevin,49,old,specified,Kevin's age is 49.,Kevin is old.
Kevin,49,old,nospec,Kevin is 49.,Kevin is old.
Kevin,50,young,specified,Kevin's age is 50.,Kevin is young.
Kevin,50,young,nospec,Kevin is 50.,Kevin is young.
Kevin,50,middle aged,specified,Kevin's age is 50.,Kevin is middle aged.
Kevin,50,middle aged,nospec,Kevin is 50.,Kevin is middle aged.
Kevin,50,old,specified,Kevin's age is 50.,Kevin is old.
Kevin,50,old,nospec,Kevin is 50.,Kevin is old.
Kevin,51,young,specified,Kevin's age is 51.,Kevin is young.
Kevin,51,young,nospec,Kevin is 51.,Kevin is young.
Kevin,51,middle aged,specified,Kevin's age is 51.,Kevin is middle aged.
Kevin,51,middle aged,nospec,Kevin is 51.,Kevin is middle aged.
Kevin,51,old,specified,Kevin's age is 51.,Kevin is old.
Kevin,51,old,nospec,Kevin is 51.,Kevin is old.
Kevin,52,young,specified,Kevin's age is 52.,Kevin is young.
Kevin,52,young,nospec,Kevin is 52.,Kevin is young.
Kevin,52,middle aged,specified,Kevin's age is 52.,Kevin is middle aged.
Kevin,52,middle aged,nospec,Kevin is 52.,Kevin is middle aged.
Kevin,52,old,specified,Kevin's age is 52.,Kevin is old.
Kevin,52,old,nospec,Kevin is 52.,Kevin is old.
Kevin,53,young,specified,Kevin's age is 53.,Kevin is young.
Kevin,53,young,nospec,Kevin is 53.,Kevin is young.
Kevin,53,middle aged,specified,Kevin's age is 53.,Kevin is middle aged.
Kevin,53,middle aged,nospec,Kevin is 53.,Kevin is middle aged.
Kevin,53,old,specified,Kevin's age is 53.,Kevin is old.
Kevin,53,old,nospec,Kevin is 53.,Kevin is old.
Kevin,54,young,specified,Kevin's age is 54.,Kevin is young.
Kevin,54,young,nospec,Kevin is 54.,Kevin is young.
Kevin,54,middle aged,specified,Kevin's age is 54.,Kevin is middle aged.
Kevin,54,middle aged,nospec,Kevin is 54.,Kevin is middle aged.
Kevin,54,old,specified,Kevin's age is 54.,Kevin is old.
Kevin,54,old,nospec,Kevin is 54.,Kevin is old.
Kevin,55,young,specified,Kevin's age is 55.,Kevin is young.
Kevin,55,young,nospec,Kevin is 55.,Kevin is young.
Kevin,55,middle aged,specified,Kevin's age is 55.,Kevin is middle aged.
Kevin,55,middle aged,nospec,Kevin is 55.,Kevin is middle aged.
Kevin,55,old,specified,Kevin's age is 55.,Kevin is old.
Kevin,55,old,nospec,Kevin is 55.,Kevin is old.
Kevin,56,young,specified,Kevin's age is 56.,Kevin is young.
Kevin,56,young,nospec,Kevin is 56.,Kevin is young.
Kevin,56,middle aged,specified,Kevin's age is 56.,Kevin is middle aged.
Kevin,56,middle aged,nospec,Kevin is 56.,Kevin is middle aged.
Kevin,56,old,specified,Kevin's age is 56.,Kevin is old.
Kevin,56,old,nospec,Kevin is 56.,Kevin is old.
Kevin,57,young,specified,Kevin's age is 57.,Kevin is young.
Kevin,57,young,nospec,Kevin is 57.,Kevin is young.
Kevin,57,middle aged,specified,Kevin's age is 57.,Kevin is middle aged.
Kevin,57,middle aged,nospec,Kevin is 57.,Kevin is middle aged.
Kevin,57,old,specified,Kevin's age is 57.,Kevin is old.
Kevin,57,old,nospec,Kevin is 57.,Kevin is old.
Kevin,58,young,specified,Kevin's age is 58.,Kevin is young.
Kevin,58,young,nospec,Kevin is 58.,Kevin is young.
Kevin,58,middle aged,specified,Kevin's age is 58.,Kevin is middle aged.
Kevin,58,middle aged,nospec,Kevin is 58.,Kevin is middle aged.
Kevin,58,old,specified,Kevin's age is 58.,Kevin is old.
Kevin,58,old,nospec,Kevin is 58.,Kevin is old.
Kevin,59,young,specified,Kevin's age is 59.,Kevin is young.
Kevin,59,young,nospec,Kevin is 59.,Kevin is young.
Kevin,59,middle aged,specified,Kevin's age is 59.,Kevin is middle aged.
Kevin,59,middle aged,nospec,Kevin is 59.,Kevin is middle aged.
Kevin,59,old,specified,Kevin's age is 59.,Kevin is old.
Kevin,59,old,nospec,Kevin is 59.,Kevin is old.
Kevin,60,young,specified,Kevin's age is 60.,Kevin is young.
Kevin,60,young,nospec,Kevin is 60.,Kevin is young.
Kevin,60,middle aged,specified,Kevin's age is 60.,Kevin is middle aged.
Kevin,60,middle aged,nospec,Kevin is 60.,Kevin is middle aged.
Kevin,60,old,specified,Kevin's age is 60.,Kevin is old.
Kevin,60,old,nospec,Kevin is 60.,Kevin is old.
Kevin,61,young,specified,Kevin's age is 61.,Kevin is young.
Kevin,61,young,nospec,Kevin is 61.,Kevin is young.
Kevin,61,middle aged,specified,Kevin's age is 61.,Kevin is middle aged.
Kevin,61,middle aged,nospec,Kevin is 61.,Kevin is middle aged.
Kevin,61,old,specified,Kevin's age is 61.,Kevin is old.
Kevin,61,old,nospec,Kevin is 61.,Kevin is old.
Kevin,62,young,specified,Kevin's age is 62.,Kevin is young.
Kevin,62,young,nospec,Kevin is 62.,Kevin is young.
Kevin,62,middle aged,specified,Kevin's age is 62.,Kevin is middle aged.
Kevin,62,middle aged,nospec,Kevin is 62.,Kevin is middle aged.
Kevin,62,old,specified,Kevin's age is 62.,Kevin is old.
Kevin,62,old,nospec,Kevin is 62.,Kevin is old.
Kevin,63,young,specified,Kevin's age is 63.,Kevin is young.
Kevin,63,young,nospec,Kevin is 63.,Kevin is young.
Kevin,63,middle aged,specified,Kevin's age is 63.,Kevin is middle aged.
Kevin,63,middle aged,nospec,Kevin is 63.,Kevin is middle aged.
Kevin,63,old,specified,Kevin's age is 63.,Kevin is old.
Kevin,63,old,nospec,Kevin is 63.,Kevin is old.
Kevin,64,young,specified,Kevin's age is 64.,Kevin is young.
Kevin,64,young,nospec,Kevin is 64.,Kevin is young.
Kevin,64,middle aged,specified,Kevin's age is 64.,Kevin is middle aged.
Kevin,64,middle aged,nospec,Kevin is 64.,Kevin is middle aged.
Kevin,64,old,specified,Kevin's age is 64.,Kevin is old.
Kevin,64,old,nospec,Kevin is 64.,Kevin is old.
Kevin,65,young,specified,Kevin's age is 65.,Kevin is young.
Kevin,65,young,nospec,Kevin is 65.,Kevin is young.
Kevin,65,middle aged,specified,Kevin's age is 65.,Kevin is middle aged.
Kevin,65,middle aged,nospec,Kevin is 65.,Kevin is middle aged.
Kevin,65,old,specified,Kevin's age is 65.,Kevin is old.
Kevin,65,old,nospec,Kevin is 65.,Kevin is old.
Kevin,66,young,specified,Kevin's age is 66.,Kevin is young.
Kevin,66,young,nospec,Kevin is 66.,Kevin is young.
Kevin,66,middle aged,specified,Kevin's age is 66.,Kevin is middle aged.
Kevin,66,middle aged,nospec,Kevin is 66.,Kevin is middle aged.
Kevin,66,old,specified,Kevin's age is 66.,Kevin is old.
Kevin,66,old,nospec,Kevin is 66.,Kevin is old.
Kevin,67,young,specified,Kevin's age is 67.,Kevin is young.
Kevin,67,young,nospec,Kevin is 67.,Kevin is young.
Kevin,67,middle aged,specified,Kevin's age is 67.,Kevin is middle aged.
Kevin,67,middle aged,nospec,Kevin is 67.,Kevin is middle aged.
Kevin,67,old,specified,Kevin's age is 67.,Kevin is old.
Kevin,67,old,nospec,Kevin is 67.,Kevin is old.
Kevin,68,young,specified,Kevin's age is 68.,Kevin is young.
Kevin,68,young,nospec,Kevin is 68.,Kevin is young.
Kevin,68,middle aged,specified,Kevin's age is 68.,Kevin is middle aged.
Kevin,68,middle aged,nospec,Kevin is 68.,Kevin is middle aged.
Kevin,68,old,specified,Kevin's age is 68.,Kevin is old.
Kevin,68,old,nospec,Kevin is 68.,Kevin is old.
Kevin,69,young,specified,Kevin's age is 69.,Kevin is young.
Kevin,69,young,nospec,Kevin is 69.,Kevin is young.
Kevin,69,middle aged,specified,Kevin's age is 69.,Kevin is middle aged.
Kevin,69,middle aged,nospec,Kevin is 69.,Kevin is middle aged.
Kevin,69,old,specified,Kevin's age is 69.,Kevin is old.
Kevin,69,old,nospec,Kevin is 69.,Kevin is old.
Kevin,70,young,specified,Kevin's age is 70.,Kevin is young.
Kevin,70,young,nospec,Kevin is 70.,Kevin is young.
Kevin,70,middle aged,specified,Kevin's age is 70.,Kevin is middle aged.
Kevin,70,middle aged,nospec,Kevin is 70.,Kevin is middle aged.
Kevin,70,old,specified,Kevin's age is 70.,Kevin is old.
Kevin,70,old,nospec,Kevin is 70.,Kevin is old.
Kevin,71,young,specified,Kevin's age is 71.,Kevin is young.
Kevin,71,young,nospec,Kevin is 71.,Kevin is young.
Kevin,71,middle aged,specified,Kevin's age is 71.,Kevin is middle aged.
Kevin,71,middle aged,nospec,Kevin is 71.,Kevin is middle aged.
Kevin,71,old,specified,Kevin's age is 71.,Kevin is old.
Kevin,71,old,nospec,Kevin is 71.,Kevin is old.
Kevin,72,young,specified,Kevin's age is 72.,Kevin is young.
Kevin,72,young,nospec,Kevin is 72.,Kevin is young.
Kevin,72,middle aged,specified,Kevin's age is 72.,Kevin is middle aged.
Kevin,72,middle aged,nospec,Kevin is 72.,Kevin is middle aged.
Kevin,72,old,specified,Kevin's age is 72.,Kevin is old.
Kevin,72,old,nospec,Kevin is 72.,Kevin is old.
Kevin,73,young,specified,Kevin's age is 73.,Kevin is young.
Kevin,73,young,nospec,Kevin is 73.,Kevin is young.
Kevin,73,middle aged,specified,Kevin's age is 73.,Kevin is middle aged.
Kevin,73,middle aged,nospec,Kevin is 73.,Kevin is middle aged.
Kevin,73,old,specified,Kevin's age is 73.,Kevin is old.
Kevin,73,old,nospec,Kevin is 73.,Kevin is old.
Kevin,74,young,specified,Kevin's age is 74.,Kevin is young.
Kevin,74,young,nospec,Kevin is 74.,Kevin is young.
Kevin,74,middle aged,specified,Kevin's age is 74.,Kevin is middle aged.
Kevin,74,middle aged,nospec,Kevin is 74.,Kevin is middle aged.
Kevin,74,old,specified,Kevin's age is 74.,Kevin is old.
Kevin,74,old,nospec,Kevin is 74.,Kevin is old.
Kevin,75,young,specified,Kevin's age is 75.,Kevin is young.
Kevin,75,young,nospec,Kevin is 75.,Kevin is young.
Kevin,75,middle aged,specified,Kevin's age is 75.,Kevin is middle aged.
Kevin,75,middle aged,nospec,Kevin is 75.,Kevin is middle aged.
Kevin,75,old,specified,Kevin's age is 75.,Kevin is old.
Kevin,75,old,nospec,Kevin is 75.,Kevin is old.
Kevin,76,young,specified,Kevin's age is 76.,Kevin is young.
Kevin,76,young,nospec,Kevin is 76.,Kevin is young.
Kevin,76,middle aged,specified,Kevin's age is 76.,Kevin is middle aged.
Kevin,76,middle aged,nospec,Kevin is 76.,Kevin is middle aged.
Kevin,76,old,specified,Kevin's age is 76.,Kevin is old.
Kevin,76,old,nospec,Kevin is 76.,Kevin is old.
Kevin,77,young,specified,Kevin's age is 77.,Kevin is young.
Kevin,77,young,nospec,Kevin is 77.,Kevin is young.
Kevin,77,middle aged,specified,Kevin's age is 77.,Kevin is middle aged.
Kevin,77,middle aged,nospec,Kevin is 77.,Kevin is middle aged.
Kevin,77,old,specified,Kevin's age is 77.,Kevin is old.
Kevin,77,old,nospec,Kevin is 77.,Kevin is old.
Kevin,78,young,specified,Kevin's age is 78.,Kevin is young.
Kevin,78,young,nospec,Kevin is 78.,Kevin is young.
Kevin,78,middle aged,specified,Kevin's age is 78.,Kevin is middle aged.
Kevin,78,middle aged,nospec,Kevin is 78.,Kevin is middle aged.
Kevin,78,old,specified,Kevin's age is 78.,Kevin is old.
Kevin,78,old,nospec,Kevin is 78.,Kevin is old.
Kevin,79,young,specified,Kevin's age is 79.,Kevin is young.
Kevin,79,young,nospec,Kevin is 79.,Kevin is young.
Kevin,79,middle aged,specified,Kevin's age is 79.,Kevin is middle aged.
Kevin,79,middle aged,nospec,Kevin is 79.,Kevin is middle aged.
Kevin,79,old,specified,Kevin's age is 79.,Kevin is old.
Kevin,79,old,nospec,Kevin is 79.,Kevin is old.
Kevin,80,young,specified,Kevin's age is 80.,Kevin is young.
Kevin,80,young,nospec,Kevin is 80.,Kevin is young.
Kevin,80,middle aged,specified,Kevin's age is 80.,Kevin is middle aged.
Kevin,80,middle aged,nospec,Kevin is 80.,Kevin is middle aged.
Kevin,80,old,specified,Kevin's age is 80.,Kevin is old.
Kevin,80,old,nospec,Kevin is 80.,Kevin is old.
Kevin,81,young,specified,Kevin's age is 81.,Kevin is young.
Kevin,81,young,nospec,Kevin is 81.,Kevin is young.
Kevin,81,middle aged,specified,Kevin's age is 81.,Kevin is middle aged.
Kevin,81,middle aged,nospec,Kevin is 81.,Kevin is middle aged.
Kevin,81,old,specified,Kevin's age is 81.,Kevin is old.
Kevin,81,old,nospec,Kevin is 81.,Kevin is old.
Kevin,82,young,specified,Kevin's age is 82.,Kevin is young.
Kevin,82,young,nospec,Kevin is 82.,Kevin is young.
Kevin,82,middle aged,specified,Kevin's age is 82.,Kevin is middle aged.
Kevin,82,middle aged,nospec,Kevin is 82.,Kevin is middle aged.
Kevin,82,old,specified,Kevin's age is 82.,Kevin is old.
Kevin,82,old,nospec,Kevin is 82.,Kevin is old.
Kevin,83,young,specified,Kevin's age is 83.,Kevin is young.
Kevin,83,young,nospec,Kevin is 83.,Kevin is young.
Kevin,83,middle aged,specified,Kevin's age is 83.,Kevin is middle aged.
Kevin,83,middle aged,nospec,Kevin is 83.,Kevin is middle aged.
Kevin,83,old,specified,Kevin's age is 83.,Kevin is old.
Kevin,83,old,nospec,Kevin is 83.,Kevin is old.
Kevin,84,young,specified,Kevin's age is 84.,Kevin is young.
Kevin,84,young,nospec,Kevin is 84.,Kevin is young.
Kevin,84,middle aged,specified,Kevin's age is 84.,Kevin is middle aged.
Kevin,84,middle aged,nospec,Kevin is 84.,Kevin is middle aged.
Kevin,84,old,specified,Kevin's age is 84.,Kevin is old.
Kevin,84,old,nospec,Kevin is 84.,Kevin is old.
Kevin,85,young,specified,Kevin's age is 85.,Kevin is young.
Kevin,85,young,nospec,Kevin is 85.,Kevin is young.
Kevin,85,middle aged,specified,Kevin's age is 85.,Kevin is middle aged.
Kevin,85,middle aged,nospec,Kevin is 85.,Kevin is middle aged.
Kevin,85,old,specified,Kevin's age is 85.,Kevin is old.
Kevin,85,old,nospec,Kevin is 85.,Kevin is old.
