sentence,name,vshort,short,average,tall,vtall
Marissa is 291.74 cm.,Marissa,0,2.5907239590245735e-9,1.1021121095490677e-8,7.011743365918317e-8,1
Abigail is 291.76 cm.,Abigail,0,2.5879246897603123e-9,1.1006851965265445e-8,7.000304962422171e-8,1
Cara 's height is 291.77 cm.,Cara,0,2.586526331247024e-9,1.0999725194861633e-8,6.994593633808326e-8,1
Gage 's height is 291.78 cm.,Gage,0,2.585128822713554e-9,1.0992603615323368e-8,6.98888754681464e-8,1
Jasmine is 291.79 cm tall.,Jasmine,0,2.5837321635858853e-9,1.0985487222450038e-8,6.983186696096603e-8,1
Roberto is 291.8 cm.,Roberto,0,2.5823363532904187e-9,1.0978376012044789e-8,6.977491076315673e-8,1
Mike 's height is 291.81 cm.,Mike,0,2.5809413912540023e-9,1.0971269979914579e-8,6.971800682139407e-8,1
Omar 's height is 291.84 cm.,Omar,0,2.5767615889736942e-9,1.094998291129888e-8,6.954760800002756e-8,1
Guadalupe is 291.86 cm.,Guadalupe,0,2.57397928492644e-9,1.0935817346890964e-8,6.943426909107323e-8,1
Dalton 's height is 291.87 cm.,Dalton,0,2.5725894004315673e-9,1.092874229656433e-8,6.937767756910188e-8,1
Summer is 291.89 cm tall.,Summer,0,2.569812163648364e-9,1.0914607638830347e-8,6.926465012563005e-8,1
Jana 's height is 291.9 cm.,Jana,0,2.5684248102209096e-9,1.0907548023100023e-8,6.920821409849082e-8,1
Rodney is 291.91 cm tall.,Rodney,0,2.567038299344183e-9,1.0900493543918286e-8,6.915182979742233e-8,1
Andy 's height is 291.92 cm.,Andy,0,2.565652630449665e-9,1.0893444197132861e-8,6.90954971697527e-8,1
Teresa is 291.94 cm tall.,Teresa,0,2.562883816335407e-9,1.087936088416056e-8,6.898298672422034e-8,1
Chelsea is 291.95 cm.,Chelsea,0,2.56150066998075e-9,1.0872326909687522e-8,6.89268088013087e-8,1
Jerome is 291.97 cm tall.,Jerome,0,2.5587368958423214e-09,1.0858274304080335e-8,6.881460729301572e-8,1
Alexander 's height is 291.98 cm.,Alexander,0,2.557356266926166e-9,1.0851255664682137e-8,6.87585836029382e-8,1
Harriet 's height is 291.99 cm.,Harriet,0,2.5559764760245006e-9,1.084424212871768e-8,6.870261121920701e-8,1
Rosie is 292 cm.,Rosie,0,2.5545975225721917e-9,1.0837233692064112e-8,6.864669008962053e-8,1
Terry is 292.01 cm tall.,Terry,0,2.5532194060045142e-9,1.0830230350602311e-8,6.859082016203566e-8,1
Luther is 292.02 cm tall.,Luther,0,2.551842125757171e-9,1.082323210021675e-8,6.853500138436754e-8,1
Rex is 292.03 cm tall.,Rex,0,2.550465681266284e-9,1.0816238936795597e-8,6.847923370458964e-8,1
Emilio 's height is 292.04 cm.,Emilio,0,2.5490900719683855e-9,1.0809250856230684e-8,6.842351707073352e-8,1
Nick 's height is 292.05 cm.,Nick,0,2.547715297300426e-9,1.0802267854417393e-8,6.836785143088879e-8,1
Dora is 292.06 cm.,Dora,0,2.5463413566997905e-9,1.0795289927254954e-8,6.831223673320386e-8,1
Roman 's height is 292.07 cm.,Roman,0,2.5449682496042656e-9,1.078831707064604e-8,6.825667292588421e-8,1
Sydney is 292.08 cm.,Sydney,0,2.543595975452042e-9,1.0781349280497025e-8,6.820115995719339e-8,1
Johnnie 's height is 292.09 cm.,Johnnie,0,2.5422245336817677e-9,1.0774386552717989e-8,6.81456977754536e-8,1
Belinda is 292.12 cm.,Belinda,0,2.5381151970550286e-9,1.0753528702755273e-8,6.797961543602073e-8,1
Selena is 292.13 cm.,Selena,0,2.5367470792070454e-9,1.0746586183628856e-8,6.792435588645431e-8,1
Bradley is 292.14 cm tall.,Bradley,0,2.5353797909403522e-9,1.073964870647689e-8,6.7869146866312e-8,1
Kevin is 292.15 cm tall.,Kevin,0,2.534013331696057e-9,1.0732716267231149e-8,6.781398832426096e-8,1
Raul 's height is 292.16 cm.,Raul,0,2.532647700915693e-9,1.072578886182702e-8,6.775888020902578e-8,1
Lincoln is 292.17 cm.,Lincoln,0,2.5312828980411963e-9,1.0718866486203415e-8,6.770382246938798e-8,1
Kylie is 292.18 cm.,Kylie,0,2.5299189225149347e-9,1.0711949136302994e-8,6.764881505418737e-8,1
Clarence 's height is 292.19 cm.,Clarence,0,2.528555773779675e-9,1.0705036808071905e-8,6.759385791231984e-8,1
Alexis 's height is 292.2 cm.,Alexis,0,2.527193451278588e-9,1.0698129497459898e-8,6.753895099273835e-8,1
Veronica is 292.21 cm.,Veronica,0,2.5258319544552824e-9,1.0691227200420414e-8,6.748409424445397e-8,1
Lizzie is 292.22 cm.,Lizzie,0,2.524471282753759e-9,1.0684329912910356e-8,6.742928761653359e-8,1
Mariana is 292.23 cm.,Mariana,0,2.5231114356184402e-9,1.0677437630890283e-8,6.73745310581013e-8,1
George is 292.24 cm.,George,0,2.521752412494149e-9,1.0670550350324339e-8,6.731982451833817e-8,1
Kenny 's height is 292.25 cm.,Kenny,0,2.52039421282613e-9,1.0663668067180203e-8,6.72651679464818e-8,1
Julio 's height is 292.26 cm.,Julio,0,2.5190368360600387e-9,1.0656790777429171e-8,6.721056129182656e-8,1
Mark is 292.27 cm.,Mark,0,2.517680281641931e-9,1.0649918477046115e-8,6.715600450372328e-8,1
Terri is 292.28 cm.,Terri,0,2.5163245490182856e-9,1.0643051162009432e-8,6.710149753157958e-8,1
Florence is 292.29 cm tall.,Florence,0,2.514969637635979e-9,1.0636188828301122e-8,6.70470403248593e-8,1
Autumn is 292.3 cm.,Autumn,0,2.5136155469423e-9,1.062933147190671e-8,6.699263283308237e-8,1
Santiago is 292.33 cm.,Santiago,0,2.509558193472132e-9,1.0608789226515987e-8,6.6829708143462e-8,1
Jo 's height is 292.34 cm.,Jo,0,2.508207380014094e-9,1.0601951739303949e-8,6.677549900778869e-8,1
Rafael is 292.35 cm tall.,Rafael,0,2.506857384487278e-9,1.0595119209386907e-8,6.672133933550402e-8,1
Dawn is 292.36 cm.,Dawn,0,2.5055082063414265e-9,1.0588291632771727e-8,6.666722907646519e-8,1
Danielle is 292.37 cm tall.,Danielle,0,2.5041598450266933e-9,1.0581469005468765e-8,6.661316818058523e-8,1
Leon is 292.41 cm tall.,Leon,0,2.4987745570961135e-9,1.055422790971072e-8,6.639741722886989e-8,1
Robin is 292.42 cm tall.,Robin,0,2.497430271703409e-9,1.0547429969248308e-8,6.634360239943289e-8,1
Jasmine 's height is 292.43 cm.,Jasmine,0,2.4960867998512527e-9,1.0540636954234634e-8,6.628983663380395e-8,1
Vicki is 292.44 cm.,Vicki,0,2.4947441409926306e-9,1.0533848860704678e-8,6.623611988228545e-8,1
Todd is 292.45 cm tall.,Todd,0,2.4934022945809223e-9,1.0527065684696993e-8,6.618245209523495e-8,1
Theresa is 292.47 cm tall.,Theresa,0,2.4907210369139045e-9,1.0513514069420415e-8,6.607526321624757e-8,1
Jackie is 292.48 cm tall.,Jackie,0,2.489381624567392e-9,1.0506745622246135e-8,6.602174202530253e-8,1
Natalia 's height is 292.5 cm.,Natalia,0,2.4867052301234133e-9,1.049322342908852e-8,6.591484589340325e-8,1
Randall 's height is 292.51 cm.,Randall,0,2.4853682469371747e-9,1.04864696752208e-8,6.586147085377154e-8,1
Marlene is 292.52 cm.,Marlene,0,2.4840320723829217e-9,1.047972081124338e-8,6.580814443265831e-8,1
Piper is 292.53 cm.,Piper,0,2.482696705917277e-9,1.0472976833222809e-8,6.5754866580862e-8,1
Destiny is 292.54 cm.,Destiny,0,2.4813621469972633e-9,1.0466237737229069e-8,6.570163724923579e-8,1
Jenny 's height is 292.55 cm.,Jenny,0,2.480028395080289e-9,1.0459503519335636e-8,6.56484563886874e-8,1
Yvonne 's height is 292.56 cm.,Yvonne,0,2.4786954496242014e-9,1.0452774175619532e-8,6.559532395017993e-8,1
Henrietta is 292.59 cm tall.,Henrietta,0,2.474701446605409e-9,1.0432615350356664e-8,6.543621667734449e-8,1
Shelley 's height is 292.6 cm.,Shelley,0,2.4733717215790588e-9,1.0425905464188742e-8,6.53832774377153e-8,1
Kerry is 292.61 cm.,Kerry,0,2.472042800308699e-9,1.0419200432634937e-8,6.53303863757567e-8,1
Jim is 292.62 cm tall.,Jim,0,2.470714682254556e-9,1.0412500251792953e-8,6.52775434427576e-8,1
Mackenzie 's height is 292.63 cm.,Mackenzie,0,2.469387366877253e-9,1.0405804917763988e-8,6.522474859006114e-8,1
Carolina is 292.66 cm tall.,Carolina,0,2.465410231418545e-9,1.0385747957618756e-8,6.50666520280299e-8,1
Diana 's height is 292.67 cm.,Diana,0,2.464086121362755e-9,1.0379071971922573e-8,6.501404901105596e-8,1
Lyle is 292.68 cm tall.,Lyle,0,2.4627628112928827e-9,1.037240081359701e-8,6.496149383191088e-8,1
Fern 's height is 292.69 cm.,Fern,0,2.461440300671929e-9,1.0365734478763827e-8,6.490898644226109e-8,1
Will is 292.7 cm tall.,Will,0,2.460118588963291e-9,1.0359072963548249e-8,6.48565267938267e-8,1
Heather is 292.71 cm tall.,Heather,0,2.4587976756307826e-9,1.0352416264079003e-8,6.480411483838255e-8,1
Bianca is 292.72 cm tall.,Bianca,0,2.457477560138588e-9,1.0345764376488144e-8,6.475175052775599e-8,1
Amy 's height is 292.73 cm.,Amy,0,2.4561582419512987e-9,1.0339117296911189e-8,6.46994338138282e-8,1
Orlando is 292.75 cm.,Orlando,0,2.453521995351783e-9,1.0325837546358004e-8,6.459494298386128e-8,1
Shelley is 292.76 cm.,Shelley,0,2.452205065870708e-9,1.0319204867669865e-8,6.454276877185154e-8,1
Jose is 292.77 cm tall.,Jose,0,2.4508889315568544e-9,1.0312576981571718e-8,6.449064196459935e-8,1
Lorraine is 292.78 cm.,Lorraine,0,2.4495735918767793e-9,1.0305953884216137e-8,6.443856251425261e-8,1
Theodore is 292.79 cm tall.,Theodore,0,2.448259046297442e-9,1.0299335571759021e-8,6.438653037301229e-8,1
Jill is 292.8 cm tall.,Jill,0,2.4469452942861886e-9,1.0292722040359695e-8,6.433454549313205e-8,1
Jacqueline is 292.81 cm tall.,Jacqueline,0,2.445632335310775e-9,1.028611328618093e-8,6.428260782691959e-8,1
Myrtle is 292.82 cm tall.,Myrtle,0,2.4443201688393277e-9,1.0279509305388813e-8,6.423071732673456e-8,1
Troy is 292.86 cm.,Troy,0,2.4390794173696613e-9,1.0253141039527328e-8,6.40236260353168e-8,1
Kate 's height is 292.87 cm.,Kate,0,2.437771205453815e-9,1.0246560868278412e-8,6.397197065251658e-8,1
Kendra 's height is 292.88 cm.,Kendra,0,2.436463782858985e-9,1.0239985447483735e-8,6.392036215101172e-8,1
Malcolm is 292.89 cm.,Malcolm,0,2.43515714905604e-9,1.0233414773333042e-8,6.386880048353088e-8,1
Harrison is 292.9 cm.,Harrison,0,2.4338513035162495e-9,1.0226848842019438e-8,6.381728560285514e-8,1
Leonardo is 292.91 cm.,Leonardo,0,2.432546245711272e-9,1.0220287649739342e-8,6.376581746181818e-8,1
Ronald 's height is 292.92 cm.,Ronald,0,2.4312419751131382e-9,1.0213731192692546e-8,6.371439601330542e-8,1
Florence is 292.93 cm tall.,Florence,0,2.429938491194306e-9,1.0207179467082266e-8,6.366302121025551e-8,1
Horace 's height is 292.94 cm.,Horace,0,2.4286357934275842e-9,1.0200632469114992e-8,6.361169300565832e-8,1
Victoria is 292.95 cm.,Victoria,0,2.427333881286182e-9,1.0194090195000503e-8,6.356041135255603e-8,1
Betsy is 292.96 cm tall.,Betsy,0,2.426032754243711e-9,1.0187552640952107e-8,6.350917620404351e-8,1
Tessa is 292.98 cm tall.,Tessa,0,2.4234328533518895e-9,1.0174491677922867e-8,6.340684523342428e-8,1
Anita is 292.99 cm tall.,Anita,0,2.4221340784516752e-9,1.0167968261385092e-8,6.335574931776604e-8,1
Christie is 293.01 cm.,Christie,0,2.419538877118395e-9,1.0154935539395904e-8,6.325369639226185e-8,1
Madeline is 293.02 cm.,Madeline,0,2.4182424496367867e-9,1.014842622640751e-8,6.320273928917495e-8,1
Victoria 's height is 293.04 cm.,Victoria,0,2.415651938425186e-9,1.0135421677625641e-8,6.31009635696161e-8,1
Rose is 293.05 cm.,Rose,0,2.414357853648961e-9,1.0128926434315049e-8,6.305014486021241e-8,1
Santiago is 293.07 cm.,Santiago,0,2.411772023143018e-9,1.0115949991086945e-8,6.294864551021437e-8,1
Adam 's height is 293.08 cm.,Adam,0,2.410480276369369e-9,1.0109468783672137e-8,6.289796477699635e-8,1
Ella is 293.09 cm.,Ella,0,2.409189307886651e-9,1.0102992247397579e-8,6.284732994330272e-8,1
Paul is 293.1 cm.,Paul,0,2.4078991171738532e-09,1.0096520378522903e-8,6.279674096294964e-8,1
Sonia is 293.11 cm tall.,Sonia,0,2.406609703710367e-9,1.0090053173311021e-8,6.274619778980475e-8,1
Scarlett 's height is 293.12 cm.,Scarlett,0,2.405321066975959e-9,1.0083590628028181e-8,6.269570037778667e-8,1
Kevin is 293.13 cm.,Kevin,0,2.4040332064507835e-9,1.0077132738943915e-8,6.264524868086494e-8,1
Brittany is 293.14 cm.,Brittany,0,2.40274612161538e-9,1.0070679502331002e-8,6.25948426530601e-8,1
Herman is 293.15 cm tall.,Herman,0,2.401459811950661e-9,1.0064230914465557e-8,6.25444822484436e-8,1
Josiah is 293.16 cm tall.,Josiah,0,2.4001742769379296e-9,1.0057786971626914e-8,6.249416742113762e-8,1
Amy 's height is 293.17 cm.,Amy,0,2.3988895160588625e-9,1.0051347670097702e-8,6.244389812531478e-8,1
Patsy 's height is 293.18 cm.,Patsy,0,2.3976055287955374e-9,1.0044913006163892e-8,6.239367431519936e-8,1
Alice 's height is 293.19 cm.,Alice,0,2.3963223146303875e-9,1.0038482976114634e-8,6.234349594506526e-8,1
Selena is 293.2 cm.,Selena,0,2.395039873046236e-9,1.0032057576242349e-8,6.229336296923696e-8,1
Casey 's height is 293.21 cm.,Casey,0,2.3937582035263e-9,1.0025636802842818e-8,6.224327534209043e-8,1
Norman is 293.22 cm.,Norman,0,2.3924773055541604e-9,1.0019220652214955e-8,6.219323301805107e-8,1
Ben is 293.24 cm.,Ben,0,2.389917822189518e-9,1.0006402204486449e-8,6.209328409724855e-8,1
Payton is 293.25 cm tall.,Payton,0,2.3886392357660835e-9,9.9999999e-9,6.204337740958858e-8,1
Anita 's height is 293.27 cm.,Anita,0,2.3860843708625148e-9,9.98720911134263e-9,6.19436993528854e-8,1
Stanley is 293.28 cm.,Stanley,0,2.384808091353725e-9,9.980820619805378e-9,6.189392789324635e-8,1
Benny 's height is 293.3 cm.,Benny,0,2.382257835653317e-9,9.968057423922218e-9,6.179451988527834e-8,1
Ian is 293.32 cm.,Ian,0,2.379710647621829e-9,9.955312586476658e-9,6.169529145815433e-8,1
Ashton is 293.33 cm tall.,Ashton,0,2.3784382027005873e-9,9.948947042998428e-9,6.164574447475637e-8,1
Hilda is 293.35 cm tall.,Hilda,0,2.3758956084877618e-9,9.936229688220406e-9,6.154678474342112e-8,1
Maxwell is 293.37 cm.,Maxwell,0,2.3733560717063527e-9,9.923530618636733e-9,6.144800369345315e-8,1
Eleanor is 293.38 cm.,Eleanor,0,2.3720874485757954e-9,9.917187931663512e-9,6.13986800619504e-8,1
Olivia 's height is 293.39 cm.,Olivia,0,2.3708195882718848e-9,9.910849805040154e-9,6.134940096645057e-8,1
Mallory is 293.4 cm.,Mallory,0,2.3695524902850027e-9,9.904516235123792e-9,6.130016636227694e-8,1
Rafael is 293.41 cm tall.,Rafael,0,2.3682861541058953e-9,9.898187218274746e-9,6.125097620480201e-8,1
Juan 's height is 293.42 cm.,Juan,0,2.3670205792256883e-9,9.891862750856461e-9,6.120183044944742e-8,1
Byron is 293.43 cm.,Byron,0,2.3657557651358937e-9,9.88554282923575e-9,6.115272905168464e-8,1
Becky is 293.44 cm tall.,Becky,0,2.3644917113283838e-9,9.879227449782442e-9,6.110367196703347e-8,1
Florence 's height is 293.45 cm.,Florence,0,2.3632284172953923e-9,9.872916608869608e-9,6.10546591510629e-8,1
Alejandro is 293.46 cm.,Alejandro,0,2.3619658825295635e-9,9.866610302873574e-9,6.100569055939154e-8,1
Carlos 's height is 293.47 cm.,Carlos,0,2.3607041065238767e-9,9.860308528173776e-9,6.09567661476862e-8,1
Alvin is 293.49 cm.,Alvin,0,2.358182828766777e-9,9.847718558196533e-9,6.085904968708652e-8,1
Devin 's height is 293.5 cm.,Devin,0,2.3569233260032096e-9,9.841430355693904e-9,6.081025754977045e-8,1
Devin 's height is 293.51 cm.,Devin,0,2.3556645799754863e-9,9.83514667003706e-9,6.076150941557709e-8,1
Jeffrey is 293.52 cm.,Jeffrey,0,2.354406590178454e-9,9.828867497621334e-9,6.071280524041732e-8,1
Eva 's height is 293.54 cm.,Eva,0,2.351892877257738e-9,9.81632267811034e-9,6.061552859108501e-8,1
Karl is 293.55 cm tall.,Karl,0,2.3506371531256024e-9,9.810057023821476e-9,6.05669560289768e-8,1
Leon 's height is 293.56 cm.,Leon,0,2.349382183207289e-9,9.803795868386647e-9,6.051842725003138e-8,1
Bryant 's height is 293.57 cm.,Bryant,0,2.348127966999488e-9,9.797539208216946e-9,6.046994221040171e-8,1
Andy is 293.58 cm.,Andy,0,2.3468745039992698e-9,9.791287039726575e-9,6.04215008662892e-8,1
Cora is 293.6 cm tall.,Cora,0,2.3443698356117543e-9,9.77879616345677e-9,6.03247490896642e-8,1
Earnest 's height is 293.61 cm.,Earnest,0,2.3431186292204406e-9,9.772557448521555e-9,6.027643856979559e-8,1
Bethany is 293.62 cm tall.,Bethany,0,2.341868174028698e-9,9.766323210954163e-9,6.022817157073241e-8,1
Claudia is 293.63 cm tall.,Claudia,0,2.3406184695354472e-9,9.760093447184567e-9,6.017994804891686e-8,1
Terri is 293.66 cm.,Terri,0,2.3368738552412947e-9,9.741430963009098e-9,6.003553791209666e-8,1
Jasper 's height is 293.67 cm.,Jasper,0,2.3356271485385e-9,9.735219058792816e-9,5.998748786465125e-8,1
Chester 's height is 293.68 cm.,Chester,0,2.3343811900342904e-9,9.729011610571068e-9,5.993948107738279e-8,1
Roland is 293.7 cm tall.,Roland,0,2.3318915156264385e-9,9.71661006790891e-9,5.984359711033909e-8,1
Perry 's height is 293.71 cm.,Perry,0,2.330647798726138e-9,9.710415966375274e-9,5.979571984416497e-8,1
Kimberly 's height is 293.72 cm.,Kimberly,0,2.329404828031079e-9,9.704226306649597e-9,5.974788566536895e-8,1
Willie 's height is 293.73 cm.,Willie,0,2.3281626030438435e-9,9.698041085193024e-9,5.970009453087011e-8,1
Noah is 293.74 cm tall.,Noah,0,2.3269211232673792e-9,9.691860298469766e-9,5.965234639763489e-8,1
Danielle is 293.75 cm.,Danielle,0,2.325680388204989e-9,9.685683942947181e-9,5.960464122267716e-8,1
Anastasia is 293.76 cm tall.,Anastasia,0,2.324440397360349e-9,9.679512015095672e-9,5.955697896305789e-8,1
Logan is 293.77 cm.,Logan,0,2.323201150237497e-9,9.673344511388774e-9,5.95093595758855e-8,1
Dave 's height is 293.78 cm.,Dave,0,2.32196264634083e-9,9.66718142830311e-9,5.946178301831519e-8,1
Mercedes is 293.8 cm tall.,Mercedes,0,2.3194878662454665e-9,9.654868509917256e-9,5.9366758220837974e-8,1
Bailey is 293.82 cm tall.,Bailey,0,2.3170160531167375e-9,9.642573231812738e-9,5.927190422881102e-8,1
Jasmine 's height is 293.83 cm.,Jasmine,0,2.315781257929706e-9,9.636432199090209e-9,5.922454117822892e-8,1
Marco is 293.84 cm tall.,Marco,0,2.3145472030028865e-9,9.630295565913314e-9,5.917722070116868e-8,1
Cesar is 293.85 cm.,Cesar,0,2.31331388784321e-9,9.624163328780151e-9,5.912994275511397e-8,1
Jordan is 293.86 cm tall.,Jordan,0,2.3120813119579783e-9,9.618035484191953e-9,5.90827072975955e-8,1
Elisa is 293.87 cm tall.,Elisa,0,2.3108494748548443e-9,9.611912028653016e-9,5.9035514286190275e-8,1
Bonnie is 293.88 cm.,Bonnie,0,2.309618376041834e-9,9.605792958670656e-9,5.8988363678522325e-8,1
Lincoln is 293.89 cm.,Lincoln,0,2.308388015027321e-9,9.599678270755281e-9,5.8941255432261794e-8,1
Alice is 293.9 cm.,Alice,0,2.3071583913200498e-9,9.593567961420358e-9,5.889418950512561e-8,1
Cristina is 293.92 cm tall.,Cristina,0,2.304701353863984e-9,9.581360464560852e-9,5.880018443932545e-8,1
Cecil 's height is 293.93 cm.,Cecil,0,2.303473939134476e-9,9.575263270078453e-9,5.8753245216327317e-8,1
Tim is 293.94 cm.,Tim,0,2.302247259750762e-9,9.569170440260805e-9,5.8706348143784374e-8,1
Dora 's height is 293.95 cm.,Dora,0,2.301021315223376e-9,9.563081971636517e-9,5.865949317964492e-8,1
Marion 's height is 293.97 cm.,Marion,0,2.2985716287815546e-9,9.55091810409818e-9,5.8565909408601756e-8,1
Nick 's height is 293.98 cm.,Nick,0,2.2973478858899737e-9,9.544842698256622e-9,5.851918051782497e-8,1
Otis 's height is 293.99 cm.,Otis,0,2.2961248759004523e-9,9.538771639753521e-9,5.8472493567706274e-8,1
Lena 's height is 294 cm.,Lena,0,2.2949025983253183e-9,9.532704925132728e-9,5.8425848516424296e-8,1
Gretchen is 294.01 cm tall.,Gretchen,0,2.2936810526772476e-9,9.52664255094111e-9,5.8379245322203245e-8,1
Heidi is 294.02 cm.,Heidi,0,2.2924602384692824e-9,9.520584513728518e-9,5.8332683943313454e-8,1
Phyllis is 294.04 cm.,Phyllis,0,2.2900208024276078e-9,9.508481436455042e-9,5.823968646483736e-8,1
Lois is 294.05 cm.,Lois,0,2.2888021796217485e-9,9.502436389508941e-9,5.8193250282019776e-8,1
Bobbie 's height is 294.08 cm.,Bobbie,0,2.285150686238737e-9,9.484327174185469e-9,5.805419146082209e-8,1
Constance is 294.09 cm.,Constance,0,2.283934978506494e-9,9.478299399475682e-9,5.80079216246542e-8,1
Judith is 294.1 cm tall.,Judith,0,2.282719998331472e-9,9.472275934252302e-9,5.796169327162209e-8,1
Wade 's height is 294.11 cm.,Wade,0,2.2815057452299085e-9,9.466256775092225e-9,5.791550636040594e-8,1
Darryl 's height is 294.13 cm.,Darryl,0,2.279079418313858e-9,9.454231361284658e-9,5.7823256698367677e-8,1
Warren is 294.14 cm.,Warren,0,2.2778673435336153e-9,9.448225099805939e-9,5.7777193865132057e-8,1
Kelly is 294.17 cm tall.,Kelly,0,2.2742354681168444e-9,9.430232056145372e-9,5.763925286302339e-8,1
Toni is 294.18 cm tall.,Toni,0,2.2730262910137625e-9,9.424242943833126e-9,5.75933548913565e-8,1
Lilly is 294.2 cm.,Lilly,0,2.270610105975166e-9,9.412277552170646e-9,5.750168224575293e-8,1
Grant is 294.22 cm tall.,Grant,0,2.268196809957834e-9,9.40032924849731e-9,5.7410173724584734e-8,1
Lynne is 294.23 cm.,Lynne,0,2.266991244132643e-9,9.39436149618255e-9,5.736448090862952e-8,1
Herbert 's height is 294.24 cm.,Herbert,0,2.265786399124064e-9,9.3883980057022e-9,5.731882900143101e-8,1
Jimmie is 294.25 cm.,Jimmie,0,2.264582274453267e-9,9.382438773674762e-9,5.727321796229839e-8,1
Glen is 294.26 cm.,Glen,0,2.2633788696417595e-9,9.376483796721734e-9,5.72276477505849e-8,1
Marion is 294.27 cm.,Marion,0,2.2621761842114074e-9,9.370533071467556e-9,5.718211832568858e-8,1
Rochelle is 294.28 cm tall.,Rochelle,0,2.2609742176844246e-9,9.364586594539583e-9,5.713662964705187e-8,1
Marc is 294.29 cm.,Marc,0,2.2597729695833683e-9,9.35864436256814e-9,5.709118167416128e-8,1
Marshall 's height is 294.3 cm.,Marshall,0,2.2585724394311455e-9,9.352706372186466e-9,5.704577436654769e-8,1
Lisa 's height is 294.31 cm.,Lisa,0,2.257372626751025e-9,9.346772620030815e-9,5.70004076837868e-8,1
Tara is 294.32 cm.,Tara,0,2.2561735310666087e-9,9.34084310274027e-9,5.6955081585497845e-8,1
Marilyn is 294.33 cm.,Marilyn,0,2.2549751519018455e-9,9.334917816956876e-9,5.6909796031344235e-8,1
Elliot is 294.35 cm tall.,Elliot,0,2.2525805412288653e-9,9.32307992649457e-9,5.6819346394319e-8,1
Jonathan is 294.36 cm.,Jonathan,0,2.2513843087702865e-9,9.317167315114372e-9,5.6774182230994555e-8,1
Therese is 294.37 cm.,Therese,0,2.2501887909306616e-9,9.311258921838855e-9,5.672905845090059e-8,1
Elise 's height is 294.38 cm.,Elise,0,2.2489939872356756e-9,9.305354743324708e-9,5.668397501392048e-8,1
Agnes 's height is 294.39 cm.,Agnes,0,2.2477998972113665e-9,9.299454776231495e-9,5.663893187998169e-8,1
Caleb is 294.4 cm.,Caleb,0,2.2466065203841205e-9,9.29355901722173e-9,5.65939290090555e-8,1
Emanuel 's height is 294.42 cm.,Emanuel,0,2.2442219044280563e-9,9.281780110117083e-9,5.650404389634346e-8,1
Mona is 294.43 cm.,Mona,0,2.243030664353738e-9,9.275896955361779e-9,5.645916157471867e-8,1
Nancy is 294.44 cm tall.,Nancy,0,2.241840135585467e-9,9.270017995368987e-9,5.641431935642789e-8,1
Carolina 's height is 294.45 cm.,Carolina,0,2.2406503176513376e-9,9.264143226815717e-9,5.6369517201659906e-8,1
Jane is 294.46 cm tall.,Jane,0,2.2394612100798236e-9,9.258272646381938e-9,5.6324755070648286e-8,1
Tyson is 294.48 cm tall.,Tyson,0,2.237085124140139e-9,9.24654403660691e-9,5.6235350721040826e-8,1
Rita is 294.49 cm tall.,Rita,0,2.235898144830592e-9,9.240686000639932e-9,5.619070842312737e-8,1
Brian is 294.5 cm tall.,Brian,0,2.2347118740008992e-9,9.234832139541e-9,5.614610599033452e-8,1
Chase is 294.51 cm tall.,Chase,0,2.2335263111812323e-9,9.228982450004435e-9,5.610154338311169e-8,1
Leslie 's height is 294.54 cm.,Leslie,0,2.229973866089209e-9,9.211458377755733e-9,5.596809412000277e-8,1
Constance is 294.56 cm.,Constance,0,2.227609100813168e-9,9.199796460261023e-9,5.587932634929006e-8,1
Cynthia is 294.57 cm.,Cynthia,0,2.2264277762063865e-9,9.193971730841186e-9,5.5835001867335586e-8,1
April is 294.58 cm.,April,0,2.2252471563303957e-9,9.188151149924618e-9,5.5790716935301624e-8,1
Giovanni is 294.59 cm.,Giovanni,0,2.2240672407181097e-9,9.182334714228683e-9,5.5746471513981686e-8,1
Leonard is 294.6 cm tall.,Leonard,0,2.222888028902771e-9,9.176522420473527e-9,5.5702265564211604e-8,1
Elizabeth is 294.61 cm tall.,Elizabeth,0,2.2217095204179588e-9,9.170714265382177e-9,5.565809904686975e-8,1
Hayden is 294.62 cm tall.,Hayden,0,2.220531714797601e-9,9.164910245680481e-9,5.561397192287749e-8,1
Maggie 's height is 294.63 cm.,Maggie,0,2.2193546115759654e-9,9.159110358097168e-9,5.5569884153198756e-8,1
Joy is 294.64 cm tall.,Joy,0,2.2181782102876504e-9,9.153314599363817e-9,5.552583569883973e-8,1
Ted is 294.65 cm.,Ted,0,2.2170025104676043e-9,9.147522966214814e-9,5.5481826520849504e-8,1
Ira is 294.66 cm tall.,Ira,0,2.2158275116511043e-9,9.141735455387422e-9,5.5437856580319197e-8,1
Daryl is 294.67 cm tall.,Daryl,0,2.214653213373769e-9,9.1359520636217e-9,5.539392583838243e-8,1
Joanne is 294.68 cm tall.,Joanne,0,2.213479615171568e-9,9.130172787660638e-9,5.5350034256215674e-8,1
Craig is 294.69 cm tall.,Craig,0,2.212306716580793e-9,9.124397624249942e-9,5.530618179503708e-8,1
Bryan is 294.7 cm.,Bryan,0,2.2111345171380745e-9,9.118626570138185e-9,5.526236841610707e-8,1
Lincoln 's height is 294.71 cm.,Lincoln,0,2.2099630163803977e-9,9.112859622076832e-9,5.521859408072892e-8,1
